year,ncaa_id,first_name,last_name,transfer_date,update_date,division,institution,sport,multi_sport,conference,status,notes
2023-24,1810318330,MIA,WECKEL,04/02/2024,09/11/2024,I,"California State University, Fullerton",Softball,,Big West Conference,Matriculated,
2023-24,2208629973,JESSICA,GOLDHARDT,05/09/2024,09/11/2024,II,Purdue University Northwest,Softball,,Great Lakes Intercollegiate Athletic Conference,Matriculated,
2023-24,2209662199,MAKAYLA,VINSON,04/19/2024,09/11/2024,II,Bowie State University,Softball,,Central Intercollegiate Athletic Association,Matriculated,
2023-24,2005860381,EMILY,GONZALEZ,05/20/2024,09/11/2024,I,Southern Utah University,Softball,,Western Athletic Conference,Matriculated,
2023-24,1509304497,CAROLYN,SKOTZ,11/06/2023,09/11/2024,I,Yale University,Softball,,The Ivy League,Matriculated,
2023-24,2110345635,ELLA,STONE,05/21/2024,09/11/2024,II,University of South Carolina Aiken,Softball,,Peach Belt Conference,Matriculated,
2023-24,1510328602,MADELYN,MAYS,11/07/2023,09/11/2024,I,Harvard University,Softball,,The Ivy League,Matriculated,
2023-24,2102117251,DANI,BECKHAM,05/29/2024,09/11/2024,I,Iona University,Softball,,Metro Atlantic Athletic Conference,Matriculated,
2023-24,1910709929,LAUREN,GARCIA,05/19/2024,09/11/2024,I,University of New Mexico,Softball,,Mountain West Conference,Matriculated,
2023-24,2406338545,MEGAN,ACKERMAN,06/24/2024,09/11/2024,III,Maryville College (Tennessee),Softball,,Collegiate Conference of the South,Matriculated,
2023-24,2110355582,MAGGIE,PLACE,06/06/2024,09/11/2024,II,Oklahoma Baptist University,Softball,,Great American Conference,Matriculated,
2023-24,2205569866,DELIA,SMITH,06/17/2024,09/11/2024,II,Southern Arkansas University,Softball,,Great American Conference,Matriculated,
2023-24,1908659731,ANNEMARIE,MURPHY,05/22/2024,09/12/2024,I,San Diego State University,Softball,,Mountain West Conference,Matriculated,
2023-24,2109329764,BELLA,PEREZ,05/19/2024,09/12/2024,I,McNeese State University,Softball,,Southland Conference,Matriculated,
2023-24,2110350346,DEANNA,DECARO,05/07/2024,09/12/2024,II,St. Thomas Aquinas College,Softball,,East Coast Conference,Matriculated,
2023-24,1911735479,CHARLESTON,PURSLEY,05/19/2024,09/12/2024,I,Austin Peay State University,Softball,,Atlantic Sun Conference,Matriculated,
2023-24,2202431790,OLIVIA,SMITH,05/19/2024,09/12/2024,I,Rider University,Softball,,Metro Atlantic Athletic Conference,Matriculated,
2023-24,2007886134,JOSEPHINE,GEX,05/19/2024,09/12/2024,I,Bryant University,Softball,,America East Conference,Matriculated,
2023-24,1906598290,SIDNEY,ROSE,05/19/2024,09/12/2024,I,St. Bonaventure University,Softball,,Atlantic 10 Conference,Matriculated,
2023-24,2210692208,PAYTON,SMITH,06/08/2024,09/12/2024,I,Grand Canyon University,Softball,,Western Athletic Conference,Matriculated,
2023-24,1806215861,KELSIE,ADAMS,05/20/2024,09/12/2024,I,University of Memphis,Softball,,American Athletic Conference,Matriculated,
2023-24,2006871446,LORENZZA,MARCACCI,05/19/2024,09/12/2024,I,"University of Nevada, Las Vegas",Softball,,Mountain West Conference,Matriculated,
2023-24,2308994554,MARISSA,CORRERA,12/06/2023,09/12/2024,II,The College of Saint Rose,Softball,,Northeast-10 Conference,Matriculated,
2023-24,1908667222,MACKENZIE,RUTKOFF,05/13/2024,09/12/2024,II,University of Colorado Colorado Springs,Softball,,Rocky Mountain Athletic Conference,Matriculated,
2023-24,2009926073,EMILY,ALLEN,12/28/2023,09/12/2024,I,Marshall University,Softball,,Sun Belt Conference,Active,
2023-24,1909674712,SAMANTHA,GRAETER,05/22/2024,09/12/2024,I,University of Louisiana at Lafayette,Softball,,Sun Belt Conference,Matriculated,
2023-24,2110353554,ISABEL,HARRISON,07/24/2024,09/12/2024,II,Emmanuel University (Georgia),Softball,,Conference Carolinas,Matriculated,
2023-24,1910720480,IZZABELA,GOERKE,04/11/2024,09/12/2024,I,University of South Dakota,Softball,,The Summit League,Active,
2023-24,1906604466,ANNABELLE,WIDRA,05/28/2024,09/12/2024,I,Auburn University,Softball,,Southeastern Conference,Matriculated,
2023-24,2103128422,CHRISTAL,LOPEZ,05/23/2024,09/12/2024,I,San Diego State University,Softball,,Mountain West Conference,Matriculated,
2023-24,2207621140,AUBREY,YARNALL,05/23/2024,09/12/2024,I,University of Texas at Arlington,Softball,,Western Athletic Conference,Matriculated,
2023-24,2305912881,KYLEIGH,CLEMENTS,03/27/2024,09/12/2024,II,Texas Woman's University,Softball,,Lone Star Conference,Matriculated,
2023-24,2308990145,KELLEY,FEIGEN,07/22/2024,09/12/2024,II,Emmanuel University (Georgia),Softball,,Conference Carolinas,Matriculated,
2023-24,2004849828,EMALEE,ROMERO,05/15/2024,09/12/2024,II,Northwest Nazarene University,Softball,,Great Northwest Athletic Conference,Matriculated,
2023-24,1805207471,TAYLOR,BACHMEYER,05/20/2024,09/12/2024,I,Sam Houston State University,Softball,,Conference USA,Matriculated,
2023-24,2107253507,JAYLA,CADENA,03/27/2024,09/12/2024,II,Dominican University of California,Softball,,Pacific West Conference,Matriculated,
2023-24,2111377312,HAILEY,SANCHEZ,05/31/2024,09/12/2024,I,"California State University, Northridge",Softball,,Big West Conference,Matriculated,
2023-24,1806217006,KENDALL,DANIEL,06/10/2024,09/12/2024,I,Tarleton State University,Softball,,Western Athletic Conference,Matriculated,
2023-24,2111375089,MALEAH,BLOMENKAMP,05/20/2024,09/12/2024,I,Southern Illinois University Edwardsville,Softball,,Ohio Valley Conference,Matriculated,
2023-24,2208633284,RILEY,SCHWISOW,05/07/2024,09/12/2024,II,University of Sioux Falls,Softball,,Northern Sun Intercollegiate Conference,Matriculated,
2023-24,2108299616,HADLEY,PARISIEN,06/10/2024,09/13/2024,I,Miami University (Ohio),Softball,,Mid-American Conference,Matriculated,
2023-24,2110340401,SYDNEY,BLAIR,05/20/2024,09/13/2024,II,University of North Georgia,Softball,,Peach Belt Conference,Matriculated,
2023-24,1909684282,KAILYN,BEARPAW,06/14/2024,09/13/2024,I,The University of Tulsa,Softball,,American Athletic Conference,Matriculated,
2023-24,2009926854,JAYCIE,HALL,05/08/2024,09/13/2024,II,Texas Woman's University,Softball,,Lone Star Conference,Active,
2023-24,2203466131,MYKENZI,DUKE,05/19/2024,09/13/2024,I,Austin Peay State University,Softball,,Atlantic Sun Conference,Withdrawn,
2023-24,1708879654,SOPHIA,STODDARD,05/31/2024,09/13/2024,I,Southeastern Louisiana University,Softball,,Southland Conference,Matriculated,
2023-24,2004850189,KRISTA,FRANCIA,06/13/2024,09/13/2024,I,University of Maine,Softball,,America East Conference,Matriculated,
2023-24,2306936859,CLAIRE,STILLWELL,12/08/2023,09/13/2024,II,University of South Carolina Beaufort,Softball,,Peach Belt Conference,Matriculated,
2023-24,1801107709,EMMA,SIMONICH,06/17/2024,09/13/2024,I,Colorado State University,Softball,,Mountain West Conference,Withdrawn,
2023-24,2108302129,AVERY,HODGE,06/10/2024,09/13/2024,I,University of Oklahoma,Softball,,Big 12 Conference,Matriculated,
2023-24,2012973479,FIONA,CRANE,05/24/2024,09/13/2024,I,Northern Illinois University,Softball,,Mid-American Conference,Active,
2023-24,2107276977,MADISON,OKANO,05/28/2024,09/13/2024,II,The University of Texas at Tyler,Softball,Yes - Softball,Lone Star Conference,Matriculated,
2023-24,2009920417,JANIAH,WILSON,05/16/2024,09/13/2024,I,University of Central Arkansas,Softball,,Atlantic Sun Conference,Matriculated,
2023-24,2111364284,ALESSANDRA,GROOME,05/20/2024,09/13/2024,III,Denison University,Softball,,North Coast Athletic Conference,Active,
2023-24,1902425771,MORGAN,FRYE,03/11/2024,09/13/2024,III,Berry College,Softball,,Southern Athletic Association,Matriculated,
2023-24,2107265228,SAMANTHA,BEWICK,06/10/2024,09/13/2024,I,Miami University (Ohio),Softball,,Mid-American Conference,Matriculated,
2023-24,1904563668,SAMANTHA,SHELANDER,05/10/2024,09/13/2024,I,Abilene Christian University,Softball,,Western Athletic Conference,Matriculated,
2023-24,2109327897,TAYLOR,PALFREY,04/29/2024,09/13/2024,II,Southern Wesleyan University,Softball,,Conference Carolinas,Matriculated,
2023-24,2109310551,TALYN,FORDHAM,07/29/2024,09/13/2024,II,Academy of Art University,Softball,,Pacific West Conference,Matriculated,
2023-24,2112396352,EMMA,TOLLEY,06/27/2024,09/13/2024,I,"University of California, Riverside",Softball,,Big West Conference,Matriculated,
2023-24,1908660600,OLIVIA,MARBLE,05/10/2024,09/13/2024,I,Abilene Christian University,Softball,,Western Athletic Conference,Matriculated,
2023-24,2211715339,ANNA,WILMING,05/19/2024,09/13/2024,I,Valparaiso University,Softball,,Missouri Valley Conference,Matriculated,
2023-24,2210686587,ANNECA,ANDERSON,05/21/2024,09/13/2024,I,The University of Tulsa,Softball,,American Athletic Conference,Matriculated,
2023-24,2204508633,AVA,SULLIVAN,12/01/2023,09/13/2024,I,Purdue University Fort Wayne,Softball,,Horizon League,Matriculated,
2023-24,2009918145,AVERY,JEFFERSON,05/10/2024,09/13/2024,I,Abilene Christian University,Softball,,Western Athletic Conference,Matriculated,
2023-24,2301769256,KAYDEE,BENNETT,05/29/2024,09/13/2024,I,Abilene Christian University,Softball,,Western Athletic Conference,Matriculated,
2023-24,2110350934,RYLIE,RASMUSSEN,02/27/2024,09/14/2024,II,Bemidji State University,Softball,,Northern Sun Intercollegiate Conference,Active,
2023-24,2102112340,TEIAH,KELIIHOLOKAI,05/17/2024,09/14/2024,I,Abilene Christian University,Softball,,Western Athletic Conference,Active,
2023-24,2106220592,SHAWNA,MCNAIR,05/03/2024,09/15/2024,II,Lane College,Softball,,Southern Intercol. Ath. Conf.,Matriculated,
2023-24,2208648182,CECELIA,BELL,06/11/2024,09/15/2024,II,Davenport University,Softball,,Great Lakes Intercollegiate Athletic Conference,Matriculated,
2023-24,2203486997,AVA,MEARIDETH,04/24/2024,09/15/2024,II,Lane College,Softball,,Southern Intercol. Ath. Conf.,Matriculated,
2023-24,2106220580,SHANNA,MCNAIR,05/03/2024,09/15/2024,II,Lane College,Softball,,Southern Intercol. Ath. Conf.,Matriculated,
2023-24,1909673379,MCKENZIE,NEWCOMB,05/20/2024,09/16/2024,I,Samford University,Softball,,Southern Conference,Matriculated,
2023-24,1905577887,JULIANNA,SANZONE,05/23/2024,09/16/2024,I,Stony Brook University,Softball,,Coastal Athletic Association,Matriculated,
2023-24,2108306344,MADELYN,MAYO,05/25/2024,09/16/2024,I,Florida Atlantic University,Softball,,American Athletic Conference,Matriculated,
2023-24,2109317986,COURTNEY,KESSLER,05/13/2024,09/16/2024,II,"Minnesota State University, Mankato",Softball,,Northern Sun Intercollegiate Conference,Matriculated,
2023-24,2108298587,EMILY,WILLIAMS,05/19/2024,09/16/2024,I,Morehead State University,Softball,,Ohio Valley Conference,Matriculated,
2023-24,1810328174,LINDY,MILKOWSKI,05/14/2024,09/16/2024,I,Eastern Illinois University,Softball,,Ohio Valley Conference,Matriculated,
2023-24,2010950016,MADISON,MANGULIS,05/20/2024,09/16/2024,I,University of South Dakota,Softball,Yes - Softball,The Summit League,Matriculated,
2023-24,2111374480,CARLY,WYWODA,01/03/2024,09/16/2024,II,Mansfield University of Pennsylvania,Softball,,Pennsylvania State Athletic Conference,Matriculated,
2023-24,2206572916,QWEEN OLIVIA,EDMONDS,08/08/2023,09/17/2024,I,Radford University,Softball,,Big South Conference,Matriculated,
2023-24,2004849944,ALLISON,WEILNAU,03/14/2024,09/17/2024,II,Notre Dame College (Ohio),Softball,,Mountain East Conference,Matriculated,
2023-24,2207605392,JORDAN,KNOTT,12/19/2023,09/17/2024,I,Campbell University,Softball,,Coastal Athletic Association,Matriculated,
2023-24,2002811991,ELLA,COLLINSWORTH,03/14/2024,09/17/2024,II,Notre Dame College (Ohio),Softball,,Mountain East Conference,Matriculated,
2023-24,2210702876,AMBER,MORGAN,05/20/2024,09/17/2024,I,Southern Illinois University Edwardsville,Softball,,Ohio Valley Conference,Matriculated,
2023-24,2001788639,SAGE,HAGER,09/27/2023,09/17/2024,I,Santa Clara University,Softball,,West Coast Conference,Matriculated,
2023-24,1811360988,RILEY,GILMORE,05/19/2024,09/17/2024,I,Middle Tennessee State University,Softball,Yes - Softball,Conference USA,Matriculated,
2023-24,2209668774,EMMA,DENISON,05/19/2024,09/17/2024,I,Bowling Green State University,Softball,,Mid-American Conference,Matriculated,
2023-24,1805204557,SAMANTHA,FENTON,12/04/2023,09/17/2024,I,University of Pennsylvania,Softball,,The Ivy League,Matriculated,
2023-24,2201411874,CAMERON,ENOS,04/22/2024,09/17/2024,II,Wheeling University,Softball,,Mountain East Conference,Matriculated,
2023-24,2103129268,KATHERINE,HENRI,05/20/2024,09/17/2024,I,University of South Carolina Upstate,Softball,,Big South Conference,Matriculated,
2023-24,2110349108,GRACE,THOMPKINS,06/24/2024,09/17/2024,II,University of South Carolina Aiken,Softball,,Peach Belt Conference,Matriculated,
2023-24,2208651650,LINDSAY,LUMSDEN,06/13/2024,09/17/2024,I,Campbell University,Softball,,Coastal Athletic Association,Matriculated,
2023-24,1804169392,CHLOE,BOHUSLAVICKY,12/05/2023,09/17/2024,II,Northeastern State University,Softball,,Mid-America Intercollegiate Athletics Association,Matriculated,
2023-24,1610615129,SAVANNAH,EVANS,12/06/2023,09/17/2024,II,Northeastern State University,Softball,,Mid-America Intercollegiate Athletics Association,Matriculated,
2023-24,2308975875,RAYNA,BLACKWELL,06/17/2024,09/17/2024,I,The University of North Carolina at Charlotte,Softball,,American Athletic Conference,Matriculated,
2023-24,2109335280,CAITLIN,MURRAY,05/20/2024,09/17/2024,I,Colgate University,Softball,,Patriot League,Matriculated,
2023-24,2004845895,AINSLEY,PERDICARIS,05/17/2024,09/17/2024,II,Saint Leo University,Softball,,Sunshine State Conference,Matriculated,
2023-24,2009921178,TEAGAN,THRUNK,05/23/2024,09/17/2024,I,Virginia Polytechnic Institute and State University,Softball,,Atlantic Coast Conference,Matriculated,
2023-24,2208635267,PAYTON,LITTLE,06/13/2024,09/17/2024,II,Mars Hill University,Softball,,South Atlantic Conference,Matriculated,
2023-24,2207617450,KATELYN,BAKER,12/03/2023,09/17/2024,II,The College of Saint Rose,Softball,,Northeast-10 Conference,Active,
2023-24,1910711507,LILIAN,BERRY,05/20/2024,09/17/2024,I,University of North Alabama,Softball,,Atlantic Sun Conference,Matriculated,
2023-24,2208643776,KALEIGH,AYSCUE,05/20/2024,09/18/2024,I,East Carolina University,Softball,,American Athletic Conference,Matriculated,
2023-24,1903454840,JASMINE,SANCHEZ,05/20/2024,09/18/2024,I,East Tennessee State University,Softball,,Southern Conference,Matriculated,
2023-24,2107279028,CHARITY,BIBBS,05/29/2024,09/18/2024,I,Alabama State University,Softball,,Southwestern Athletic Conf.,Matriculated,
2023-24,2109318310,OLIVIA,MATLOCK,05/21/2024,09/18/2024,II,Saint Martin's University,Softball,,Great Northwest Athletic Conference,Matriculated,
2023-24,2209672667,NATALIE,AIELLO,09/27/2023,09/18/2024,I,Furman University,Softball,,Southern Conference,Matriculated,
2023-24,1706819183,KARI,SHEDRICK,05/19/2024,09/18/2024,I,Radford University,Softball,,Big South Conference,Matriculated,
2023-24,1912755378,REAGAN,MARCHANT,06/15/2024,09/18/2024,I,"University of South Carolina, Columbia",Softball,,Southeastern Conference,Matriculated,
2023-24,2108290800,ANAYA,TROY,05/20/2024,09/18/2024,I,University of Delaware,Softball,,Coastal Athletic Association,Matriculated,
2023-24,2208640684,TARYN,BENNETT,05/20/2024,09/18/2024,I,Hampton University,Softball,,Coastal Athletic Association,Matriculated,
2023-24,2209655970,TORI,CANDLER,05/06/2024,09/18/2024,III,Centre College,Softball,,Southern Athletic Association,Matriculated,
2023-24,2108294188,BRIYANA,WRIGHT,05/20/2024,09/18/2024,I,Lipscomb University,Softball,,Atlantic Sun Conference,Matriculated,
2023-24,2209669768,JENNA,GIATTINO,05/20/2024,09/18/2024,I,University of Delaware,Softball,,Coastal Athletic Association,Matriculated,
2023-24,2305893672,MORGAN,MCGAUGH,04/30/2024,09/19/2024,II,The University of Texas Permian Basin,Softball,,Lone Star Conference,Matriculated,
2023-24,2008899692,REESE,TORRES,05/20/2024,09/19/2024,I,George Washington University,Softball,,Atlantic 10 Conference,Matriculated,
2023-24,2110341961,ADDISON,SNYDER,05/19/2024,09/19/2024,I,"California State University, Fullerton",Softball,,Big West Conference,Matriculated,
2023-24,2109312810,BROOKLYN,GOBBLE,05/13/2024,09/19/2024,II,Oklahoma Baptist University,Softball,,Great American Conference,Active,
2023-24,2002800026,MADDALYNN,BLAND,12/06/2023,09/19/2024,II,The College of Saint Rose,Softball,,Northeast-10 Conference,Matriculated,
2023-24,2211725291,DELANEY,DOELITSCH,07/02/2024,09/19/2024,II,The University of Texas Permian Basin,Softball,,Lone Star Conference,Matriculated,
2023-24,1910722062,SOPHIE,CAMPBELL,05/19/2024,09/19/2024,I,University of Texas at San Antonio,Softball,,American Athletic Conference,Matriculated,
2023-24,2111366048,ALINA,JASSO,05/09/2024,09/19/2024,I,Texas A&M University-Corpus Christi,Softball,,Southland Conference,Matriculated,
2023-24,2008910017,KENNEDY,ALSBROOK,05/23/2024,09/20/2024,I,Alabama State University,Softball,,Southwestern Athletic Conf.,Matriculated,
2023-24,1807227717,ELLEN,FUDA,12/06/2023,09/20/2024,II,The College of Saint Rose,Softball,,Northeast-10 Conference,Active,
2023-24,2108286817,JALIA,LASSITER,05/23/2024,09/20/2024,I,University of Mississippi,Softball,,Southeastern Conference,Matriculated,
2023-24,1908653035,ASHLEY,VALLEJO,06/14/2024,09/20/2024,I,McNeese State University,Softball,,Southland Conference,Matriculated,
2023-24,2305896822,JULLIANNA,SAINT HILAIRE,05/02/2024,09/20/2024,II,Lane College,Softball,,Southern Intercol. Ath. Conf.,Matriculated,
2023-24,2203464963,LATAVIONA,PARKE,04/30/2024,09/20/2024,II,Savannah State University,Softball,,Southern Intercol. Ath. Conf.,Matriculated,
2023-24,1902426750,LILIANA,THOMAS,05/19/2024,09/20/2024,I,Loyola Marymount University,Softball,,West Coast Conference,Matriculated,
2023-24,2106201768,ALEXIS,BISHOFF,06/03/2024,09/20/2024,I,Drake University,Softball,,Missouri Valley Conference,Matriculated,
2023-24,2106223699,ANSLEY,HUDSON,04/30/2024,09/20/2024,II,University of Montevallo,Softball,,Gulf South Conference,Matriculated,
2023-24,2005865275,MILAN,AH YAT,05/19/2024,09/20/2024,I,Loyola Marymount University,Softball,,West Coast Conference,Matriculated,
2023-24,2108304808,NYJAH,FONTENOT,05/20/2024,09/20/2024,I,"University of Arkansas, Fayetteville",Softball,,Southeastern Conference,Matriculated,
2023-24,1908650034,CARYS,MURAKAMI,05/20/2024,09/20/2024,I,"California State University, Northridge",Softball,,Big West Conference,Matriculated,
2023-24,2102107054,CARA,RANKIN,05/06/2024,09/20/2024,II,Delta State University,Softball,,Gulf South Conference,Matriculated,
2023-24,2108306285,KAYLEE,LACOMB,05/19/2024,09/20/2024,I,Saint Peter's University,Softball,,Metro Atlantic Athletic Conference,Matriculated,
2023-24,1905581182,SHEYENNE,CHEEK,05/14/2024,09/20/2024,II,Washburn University,Softball,,Mid-America Intercollegiate Athletics Association,Matriculated,
2023-24,2207617022,MADISON,PUPPOLO,12/06/2023,09/20/2024,II,The College of Saint Rose,Softball,,Northeast-10 Conference,Active,
2023-24,2309124113,SOPHIA,GUERRA LEIVA,06/13/2024,09/23/2024,I,"California State University, Bakersfield",Softball,,Big West Conference,Matriculated,
2023-24,1908649908,GRACIE,JACOBS,06/17/2024,09/23/2024,I,DePaul University,Softball,,Big East Conference,Matriculated,
2023-24,2109315185,GRACE,HAUSAMANN,05/19/2024,09/23/2024,I,Lafayette College,Softball,,Patriot League,Matriculated,
2023-24,2205570686,DESTANY,BLAKE,03/14/2024,09/23/2024,II,Notre Dame College (Ohio),Softball,,Mountain East Conference,Matriculated,
2024-25,2208630731,CAMRYN,JORDAN,09/23/2024,09/23/2024,II,Erskine College,Softball,,Conference Carolinas,Active,
2023-24,2010936757,BILLIE,KERWOOD,06/06/2024,09/23/2024,I,Monmouth University,Softball,,Coastal Athletic Association,Matriculated,
2023-24,1908667855,MIA,MCNULTY,06/10/2024,09/23/2024,I,"University of California, Los Angeles",Softball,,Pac-12 Conference,Matriculated,
2024-25,2206595150,MICHAELA,SMITH,09/23/2024,09/23/2024,II,West Chester University of Pennsylvania,Softball,,Pennsylvania State Athletic Conference,Active,
2023-24,2109309324,MADISON,MCCLARITY,05/19/2024,09/23/2024,I,Texas Tech University,Softball,,Big 12 Conference,Matriculated,
2023-24,2109337156,DIXIANA,SIMS,05/19/2024,09/23/2024,I,Georgia Southern University,Softball,,Sun Belt Conference,Matriculated,
2023-24,2109316577,HANNAH,CHURCH,06/06/2024,09/23/2024,I,The Ohio State University,Softball,,Big Ten Conference,Matriculated,
2023-24,2202438329,ISABELLA,BASTIEN,05/20/2024,09/23/2024,III,University of La Verne,Softball,,Southern California Intercollegiate Athletic Conf.,Matriculated,
2023-24,1608558316,MARY,CAHALAN,12/01/2023,09/23/2024,I,Dartmouth College,Softball,,The Ivy League,Matriculated,
2023-24,2107258128,JACE,JACKSON,05/20/2024,09/23/2024,I,University of Pittsburgh,Softball,,Atlantic Coast Conference,Matriculated,
2023-24,2111374108,TIA,BECKHAM,05/19/2024,09/23/2024,I,North Carolina State University,Softball,,Atlantic Coast Conference,Matriculated,
2023-24,2111365301,ANNALISE,JARDIN,05/20/2024,09/23/2024,I,University of Rhode Island,Softball,,Atlantic 10 Conference,Matriculated,
2023-24,2109319874,ELLINGTON,WHITAKER,06/14/2024,09/23/2024,I,Baylor University,Softball,,Big 12 Conference,Matriculated,
2023-24,2109313110,MACKENZIE,WILLIS,05/02/2024,09/23/2024,II,"California State University, Monterey Bay",Softball,,California Collegiate Athletic Association,Matriculated,
2023-24,2404282862,AMAYA,RODRIGUEZ,04/29/2024,09/23/2024,III,New England College,Softball,,Great Northeast Athletic Conference,Matriculated,
2023-24,1808274595,OLIVIA,VEIDT,04/11/2024,09/24/2024,II,Lander University,Softball,,Peach Belt Conference,Matriculated,
2023-24,2002812366,AALIYAH,WALKER,06/11/2024,09/24/2024,II,Davenport University,Softball,,Great Lakes Intercollegiate Athletic Conference,Active,
2023-24,2103131096,KIERRA,WARRIX,04/26/2024,09/24/2024,II,Franklin Pierce University,Softball,,Northeast-10 Conference,Active,
2023-24,1912770163,TRINITY,NICHOLS,05/19/2024,09/24/2024,I,Syracuse University,Softball,,Atlantic Coast Conference,Matriculated,
2023-24,2105165921,SYDNEY,WARD,05/15/2024,09/24/2024,II,Southern Arkansas University,Softball,,Great American Conference,Matriculated,
2023-24,2010941028,AVERY,WEISBROOK,05/21/2024,09/24/2024,I,Florida State University,Softball,,Atlantic Coast Conference,Matriculated,
2024-25,2108306619,LAINEY,MUTTER,09/24/2024,09/24/2024,III,Randolph College,Softball,,Old Dominion Athletic Conf.,Active,
2023-24,1908650805,MADISON,CAMPBELL,03/12/2024,09/24/2024,I,Georgia Southern University,Softball,,Sun Belt Conference,Matriculated,
2023-24,2108301110,HALLIE,BURNS,05/24/2024,09/24/2024,I,University of Mississippi,Softball,,Southeastern Conference,Matriculated,
2023-24,2008905077,NYLA,SAPIA,01/17/2024,09/24/2024,I,Delaware State University,Softball,,Mid-Eastern Athletic Conf.,Matriculated,
2023-24,2008904210,CHLOE,GEIJER,05/30/2024,09/24/2024,I,"Indiana University, Bloomington",Softball,,Big Ten Conference,Matriculated,
2023-24,1804182932,KELLY,BEAUPRE,11/29/2023,09/25/2024,I,Dartmouth College,Softball,,The Ivy League,Matriculated,
2023-24,2109316759,MADISON,WEIR,05/19/2024,09/25/2024,I,Manhattan University,Softball,,Metro Atlantic Athletic Conference,Matriculated,
2023-24,2209676207,RYLEI,TRUJILLO,06/03/2024,09/25/2024,I,"University of Nevada, Las Vegas",Softball,,Mountain West Conference,Matriculated,
2023-24,2008913470,KENNEDY,CLARK,05/13/2024,09/25/2024,II,Oklahoma Baptist University,Softball,,Great American Conference,Matriculated,
2023-24,2103122028,TAYLOR,HESS,05/20/2024,09/25/2024,I,University of Kentucky,Softball,,Southeastern Conference,Matriculated,
2023-24,2012983304,RAYLEE,LEIMAN,05/19/2024,09/25/2024,I,North Carolina State University,Softball,,Atlantic Coast Conference,Matriculated,
2023-24,2210700014,JADA,LEWIS,05/20/2024,09/25/2024,I,Arizona State University,Softball,,Pac-12 Conference,Matriculated,
2023-24,2307952802,KEIVANA,DURAND,05/07/2024,09/25/2024,II,Rollins College,Softball,,Sunshine State Conference,Matriculated,
2023-24,1909674154,BROOKE,ELLESTAD,06/25/2024,09/25/2024,I,University of Louisiana at Lafayette,Softball,,Sun Belt Conference,Matriculated,
2023-24,2106235317,SAMANTHA,GUTIERREZ,05/23/2024,09/25/2024,II,Eastern New Mexico University,Softball,,Lone Star Conference,Matriculated,
2023-24,2009925743,TRISTIAN,THOMPSON,05/22/2024,09/25/2024,I,"Indiana University, Bloomington",Softball,,Big Ten Conference,Matriculated,
2023-24,2209677143,JULIANNA,KELLOGG,05/21/2024,09/25/2024,II,The University of Virginia's College at Wise,Softball,,South Atlantic Conference,Matriculated,
2023-24,2210687374,SEQUOIA,DUNLAP,05/19/2024,09/25/2024,I,Towson University,Softball,,Coastal Athletic Association,Active,
2023-24,2211711833,MAREN,METIKOSH,05/20/2024,09/25/2024,I,Central Connecticut State University,Softball,,Northeast Conference,Matriculated,
2023-24,1907627264,MADELYN,WILSON,05/20/2024,09/25/2024,I,Saint Francis University,Softball,,Northeast Conference,Matriculated,
2023-24,2004840587,PERI,ROUILLARD,05/21/2024,09/25/2024,I,Kennesaw State University,Softball,,Atlantic Sun Conference,Matriculated,
2023-24,2209679279,JAEYA,BUTLER,05/19/2024,09/25/2024,I,Michigan State University,Softball,,Big Ten Conference,Matriculated,
2023-24,1806225067,NICOLE,DONAHUE,06/05/2024,09/25/2024,I,University of Texas at Arlington,Softball,,Western Athletic Conference,Matriculated,
2023-24,1907629018,MACIE,ANDREWS,05/19/2024,09/25/2024,I,University of New Mexico,Softball,,Mountain West Conference,Matriculated,
2023-24,2110362921,SALEN,HAWKINS,05/23/2024,09/25/2024,I,Mississippi State University,Softball,,Southeastern Conference,Matriculated,
2024-25,2108300211,ALI,MOCKENHAUPT,09/24/2024,09/25/2024,III,Elmhurst University,Softball,,College Conference of Illinois & Wisconsin,Active,
2023-24,1906609943,MIKAYLA,LAPLACA,02/28/2024,09/25/2024,I,University of Notre Dame,Softball,,Atlantic Coast Conference,Matriculated,
2023-24,2107271869,KENZIE,BROMLEY,05/19/2024,09/25/2024,I,Kent State University,Softball,,Mid-American Conference,Matriculated,
2023-24,1901407050,MACY,IRELAN,05/19/2024,09/25/2024,I,Kent State University,Softball,,Mid-American Conference,Matriculated,
2023-24,2008902446,KAYLIN,CURRO,05/19/2024,09/25/2024,I,Binghamton University,Softball,,America East Conference,Matriculated,
2023-24,2112387610,JAYCEE,MCKEE,05/07/2024,09/26/2024,II,Arkansas Tech University,Softball,,Great American Conference,Matriculated,
2023-24,2206595562,REBECCA,BENTON,05/20/2024,09/26/2024,I,University of North Alabama,Softball,,Atlantic Sun Conference,Matriculated,
2023-24,2008910457,ALEXIS,PUPILLO,05/19/2024,09/26/2024,I,University of Northern Iowa,Softball,,Missouri Valley Conference,Matriculated,
2023-24,2012971252,EMMA,FAULK,05/20/2024,09/26/2024,I,Troy University,Softball,,Sun Belt Conference,Matriculated,
2023-24,2109311525,GRACELYN,WALLACE,05/19/2024,09/26/2024,I,Florida Gulf Coast University,Softball,,Atlantic Sun Conference,Matriculated,
2023-24,1909680548,CATELYN,RILEY,05/21/2024,09/26/2024,I,University of Mississippi,Softball,,Southeastern Conference,Matriculated,
